galaxy,r_kpc,v_obs_kms,mass_msun,rd_kpc
UGC08837,3.68,46.60,1422911.6395939605,3.0
UGC08837,4.20,48.00,1422911.6395939605,3.0
UGC09037,2.43,62.20,224960416.74108025,3.0
UGC09037,3.65,88.20,224960416.74108025,3.0
UGC09037,4.86,107.00,224960416.74108025,3.0
UGC09037,6.08,120.00,224960416.74108025,3.0
UGC09037,7.29,124.00,224960416.74108025,3.0
UGC09037,8.51,128.00,224960416.74108025,3.0
UGC09037,9.73,133.00,224960416.74108025,3.0
UGC09037,10.96,138.00,224960416.74108025,3.0
UGC09037,12.19,143.00,224960416.74108025,3.0
UGC09037,13.41,146.00,224960416.74108025,3.0
UGC09037,14.55,148.00,224960416.74108025,3.0
UGC09037,15.78,154.00,224960416.74108025,3.0
UGC09037,17.00,158.00,224960416.74108025,3.0
UGC09037,18.23,159.00,224960416.74108025,3.0
UGC09037,19.46,160.00,224960416.74108025,3.0
UGC09037,20.69,158.00,224960416.74108025,3.0
UGC09037,21.92,155.00,224960416.74108025,3.0
UGC09037,23.14,156.00,224960416.74108025,3.0
UGC09037,24.28,154.00,224960416.74108025,3.0
UGC09037,25.51,150.00,224960416.74108025,3.0
UGC09037,26.73,141.00,224960416.74108025,3.0
UGC09037,27.96,152.00,224960416.74108025,3.0
UGC09133,0.32,284.00,196317463.6459556,3.0
UGC09133,0.63,282.00,196317463.6459556,3.0
UGC09133,0.95,281.00,196317463.6459556,3.0
UGC09133,1.26,280.00,196317463.6459556,3.0
UGC09133,1.58,280.00,196317463.6459556,3.0
UGC09133,1.89,279.00,196317463.6459556,3.0
UGC09133,2.21,279.00,196317463.6459556,3.0
UGC09133,2.52,279.00,196317463.6459556,3.0
UGC09133,2.84,279.00,196317463.6459556,3.0
UGC09133,3.15,279.00,196317463.6459556,3.0
UGC09133,3.47,279.00,196317463.6459556,3.0
UGC09133,3.79,279.00,196317463.6459556,3.0
UGC09133,4.10,280.00,196317463.6459556,3.0
UGC09133,4.42,280.00,196317463.6459556,3.0
UGC09133,4.73,280.00,196317463.6459556,3.0
UGC09133,5.05,281.00,196317463.6459556,3.0
UGC09133,5.36,282.00,196317463.6459556,3.0
UGC09133,5.68,282.00,196317463.6459556,3.0
UGC09133,5.99,283.00,196317463.6459556,3.0
UGC09133,6.31,284.00,196317463.6459556,3.0
UGC09133,6.62,284.00,196317463.6459556,3.0
UGC09133,6.94,285.00,196317463.6459556,3.0
UGC09133,7.57,286.00,196317463.6459556,3.0
UGC09133,7.89,287.00,196317463.6459556,3.0
UGC09133,8.20,287.00,196317463.6459556,3.0
UGC09133,8.31,288.00,196317463.6459556,3.0
UGC09133,8.52,288.00,196317463.6459556,3.0
UGC09133,8.83,288.00,196317463.6459556,3.0
UGC09133,9.15,288.00,196317463.6459556,3.0
UGC09133,9.78,289.00,196317463.6459556,3.0
UGC09133,10.10,289.00,196317463.6459556,3.0
UGC09133,11.04,288.00,196317463.6459556,3.0
UGC09133,11.36,288.00,196317463.6459556,3.0
UGC09133,11.67,288.00,196317463.6459556,3.0
UGC09133,13.57,285.00,196317463.6459556,3.0
UGC09133,13.88,284.00,196317463.6459556,3.0
UGC09133,14.20,284.00,196317463.6459556,3.0
UGC09133,16.61,278.00,196317463.6459556,3.0
UGC09133,19.35,273.00,196317463.6459556,3.0
UGC09133,22.19,269.00,196317463.6459556,3.0
UGC09133,24.92,265.00,196317463.6459556,3.0
UGC09133,27.66,262.00,196317463.6459556,3.0
UGC09133,30.50,257.00,196317463.6459556,3.0
UGC09133,33.23,252.00,196317463.6459556,3.0
UGC09133,35.96,247.00,196317463.6459556,3.0
UGC09133,38.80,242.00,196317463.6459556,3.0
UGC09133,41.54,238.00,196317463.6459556,3.0
UGC09133,44.27,235.00,196317463.6459556,3.0
UGC09133,47.11,236.00,196317463.6459556,3.0
UGC09133,49.84,239.00,196317463.6459556,3.0
UGC09133,52.58,242.00,196317463.6459556,3.0
UGC09133,55.42,245.00,196317463.6459556,3.0
UGC09133,58.15,247.00,196317463.6459556,3.0
UGC09133,60.89,246.00,196317463.6459556,3.0
UGC09133,63.62,243.00,196317463.6459556,3.0
UGC09133,66.46,239.00,196317463.6459556,3.0
UGC09133,69.19,234.00,196317463.6459556,3.0
UGC09133,71.93,230.00,196317463.6459556,3.0
UGC09133,74.77,228.00,196317463.6459556,3.0
UGC09133,77.50,228.00,196317463.6459556,3.0
UGC09133,80.23,227.00,196317463.6459556,3.0
UGC09133,83.07,226.00,196317463.6459556,3.0
UGC09133,85.81,224.00,196317463.6459556,3.0
UGC09133,88.54,222.00,196317463.6459556,3.0
UGC09133,91.38,222.00,196317463.6459556,3.0
UGC09133,94.12,224.00,196317463.6459556,3.0
UGC09133,99.69,227.00,196317463.6459556,3.0
UGC09133,108.31,229.00,196317463.6459556,3.0
UGC09992,0.78,28.10,630761.582025,3.0
UGC09992,1.55,31.30,630761.582025,3.0
UGC09992,2.34,33.00,630761.582025,3.0
UGC09992,3.12,33.40,630761.582025,3.0
UGC09992,3.89,34.30,630761.582025,3.0
UGC10310,1.10,33.20,4890787.537656249,3.0
UGC10310,2.21,54.60,4890787.537656249,3.0
UGC10310,3.31,65.70,4890787.537656249,3.0
UGC10310,4.42,69.20,4890787.537656249,3.0
UGC10310,5.52,70.90,4890787.537656249,3.0
UGC10310,6.64,72.40,4890787.537656249,3.0
UGC10310,7.74,73.20,4890787.537656249,3.0
UGC11455,0.62,35.10,1991635980.807001,3.0
UGC11455,1.23,64.60,1991635980.807001,3.0
UGC11455,1.83,80.10,1991635980.807001,3.0
UGC11455,2.47,113.00,1991635980.807001,3.0
UGC11455,3.08,136.00,1991635980.807001,3.0
UGC11455,3.68,150.00,1991635980.807001,3.0
UGC11455,4.32,171.00,1991635980.807001,3.0
UGC11455,4.91,192.00,1991635980.807001,3.0
UGC11455,5.53,197.00,1991635980.807001,3.0
UGC11455,6.17,195.00,1991635980.807001,3.0
UGC11455,6.78,196.00,1991635980.807001,3.0
UGC11455,7.38,216.00,1991635980.807001,3.0
UGC11455,8.00,225.00,1991635980.807001,3.0
UGC11455,8.62,240.00,1991635980.807001,3.0
UGC11455,9.23,247.00,1991635980.807001,3.0
UGC11455,9.85,254.00,1991635980.807001,3.0
UGC11455,10.43,257.00,1991635980.807001,3.0
UGC11455,11.05,273.00,1991635980.807001,3.0
UGC11455,11.67,272.00,1991635980.807001,3.0
UGC11455,12.19,270.00,1991635980.807001,3.0
UGC11455,12.91,279.00,1991635980.807001,3.0
UGC11455,14.56,287.00,1991635980.807001,3.0
UGC11455,16.63,291.00,1991635980.807001,3.0
UGC11455,17.77,286.00,1991635980.807001,3.0
UGC11455,18.49,288.00,1991635980.807001,3.0
UGC11455,20.24,289.00,1991635980.807001,3.0
UGC11455,22.62,288.00,1991635980.807001,3.0
UGC11455,24.89,269.00,1991635980.807001,3.0
UGC11455,27.06,267.00,1991635980.807001,3.0
UGC11455,29.13,272.00,1991635980.807001,3.0
UGC11455,31.30,274.00,1991635980.807001,3.0
UGC11455,33.46,259.00,1991635980.807001,3.0
UGC11455,35.53,272.00,1991635980.807001,3.0
UGC11455,37.70,274.00,1991635980.807001,3.0
UGC11455,39.87,272.00,1991635980.807001,3.0
UGC11455,41.93,266.00,1991635980.807001,3.0
UGC11557,0.33,4.00,54302639.986056246,3.0
UGC11557,0.99,17.00,54302639.986056246,3.0
UGC11557,1.76,33.30,54302639.986056246,3.0
UGC11557,2.42,44.90,54302639.986056246,3.0
UGC11557,3.19,53.00,54302639.986056246,3.0
UGC11557,3.85,60.80,54302639.986056246,3.0
UGC11557,4.62,69.00,54302639.986056246,3.0
UGC11557,5.28,76.60,54302639.986056246,3.0
UGC11557,5.94,85.00,54302639.986056246,3.0
UGC11557,7.04,78.10,54302639.986056246,3.0
UGC11557,8.80,81.60,54302639.986056246,3.0
UGC11557,10.56,84.50,54302639.986056246,3.0
UGC11820,0.26,16.00,2373809.798519289,3.0
UGC11820,0.44,18.90,2373809.798519289,3.0
UGC11820,0.61,25.80,2373809.798519289,3.0
UGC11820,0.79,35.80,2373809.798519289,3.0
UGC11820,1.01,44.10,2373809.798519289,3.0
UGC11820,5.26,59.65,2373809.798519289,3.0
UGC11820,7.91,69.15,2373809.798519289,3.0
UGC11820,10.52,76.95,2373809.798519289,3.0
UGC11820,13.14,81.25,2373809.798519289,3.0
UGC11820,15.82,84.45,2373809.798519289,3.0
UGC11914,0.28,168.00,4415908255.032763,3.0
UGC11914,0.37,187.00,4415908255.032763,3.0
UGC11914,0.47,204.00,4415908255.032763,3.0
UGC11914,0.56,218.00,4415908255.032763,3.0
UGC11914,0.65,232.00,4415908255.032763,3.0
UGC11914,0.75,243.00,4415908255.032763,3.0
UGC11914,0.84,253.00,4415908255.032763,3.0
UGC11914,0.93,262.00,4415908255.032763,3.0
UGC11914,1.03,269.00,4415908255.032763,3.0
UGC11914,1.12,275.00,4415908255.032763,3.0
UGC11914,1.21,280.00,4415908255.032763,3.0
UGC11914,1.30,284.00,4415908255.032763,3.0
UGC11914,1.41,287.00,4415908255.032763,3.0
UGC11914,1.50,289.00,4415908255.032763,3.0
UGC11914,1.59,290.00,4415908255.032763,3.0
UGC11914,1.68,291.00,4415908255.032763,3.0
UGC11914,1.78,292.00,4415908255.032763,3.0
UGC11914,1.87,292.00,4415908255.032763,3.0
UGC11914,1.96,291.00,4415908255.032763,3.0
UGC11914,2.05,291.00,4415908255.032763,3.0
UGC11914,2.16,291.00,4415908255.032763,3.0
UGC11914,2.25,290.00,4415908255.032763,3.0
UGC11914,2.34,290.00,4415908255.032763,3.0
UGC11914,2.43,290.00,4415908255.032763,3.0
UGC11914,2.46,290.00,4415908255.032763,3.0
UGC11914,2.53,290.00,4415908255.032763,3.0
UGC11914,2.62,290.00,4415908255.032763,3.0
UGC11914,2.71,290.00,4415908255.032763,3.0
UGC11914,2.80,290.00,4415908255.032763,3.0
UGC11914,2.99,290.00,4415908255.032763,3.0
UGC11914,3.28,291.00,4415908255.032763,3.0
UGC11914,3.74,292.00,4415908255.032763,3.0
UGC11914,3.83,292.00,4415908255.032763,3.0
UGC11914,4.02,292.00,4415908255.032763,3.0
UGC11914,4.09,292.00,4415908255.032763,3.0
UGC11914,4.12,292.00,4415908255.032763,3.0
UGC11914,4.30,291.00,4415908255.032763,3.0
UGC11914,4.39,291.00,4415908255.032763,3.0
UGC11914,4.49,291.00,4415908255.032763,3.0
UGC11914,4.58,290.00,4415908255.032763,3.0
UGC11914,4.87,289.00,4415908255.032763,3.0
UGC11914,4.91,288.00,4415908255.032763,3.0
UGC11914,4.96,288.00,4415908255.032763,3.0
UGC11914,5.05,287.00,4415908255.032763,3.0
UGC11914,5.14,287.00,4415908255.032763,3.0
UGC11914,5.24,286.00,4415908255.032763,3.0
UGC11914,5.33,286.00,4415908255.032763,3.0
UGC11914,5.42,285.00,4415908255.032763,3.0
UGC11914,5.51,285.00,4415908255.032763,3.0
UGC11914,5.61,284.00,4415908255.032763,3.0
UGC11914,5.71,284.00,4415908255.032763,3.0
UGC11914,5.80,283.00,4415908255.032763,3.0
UGC11914,5.89,283.00,4415908255.032763,3.0
UGC11914,5.98,283.00,4415908255.032763,3.0
UGC11914,6.08,283.00,4415908255.032763,3.0
UGC11914,6.15,283.00,4415908255.032763,3.0
UGC11914,6.17,283.00,4415908255.032763,3.0
UGC11914,6.26,283.00,4415908255.032763,3.0
UGC11914,6.35,283.00,4415908255.032763,3.0
UGC11914,6.73,284.00,4415908255.032763,3.0
UGC11914,6.83,284.00,4415908255.032763,3.0
UGC11914,6.92,285.00,4415908255.032763,3.0
UGC11914,7.37,288.00,4415908255.032763,3.0
UGC11914,8.60,297.00,4415908255.032763,3.0
UGC11914,9.83,305.00,4415908255.032763,3.0
UGC12506,0.82,107.00,415129398.45090026,3.0
UGC12506,2.46,159.00,415129398.45090026,3.0
UGC12506,4.10,194.00,415129398.45090026,3.0
UGC12506,5.74,198.00,415129398.45090026,3.0
UGC12506,7.38,211.00,415129398.45090026,3.0
UGC12506,9.02,222.00,415129398.45090026,3.0
UGC12506,10.65,230.00,415129398.45090026,3.0
UGC12506,12.29,239.00,415129398.45090026,3.0
UGC12506,13.93,237.00,415129398.45090026,3.0
UGC12506,15.57,240.00,415129398.45090026,3.0
UGC12506,17.21,245.00,415129398.45090026,3.0
UGC12506,18.85,249.00,415129398.45090026,3.0
UGC12506,20.49,248.00,415129398.45090026,3.0
UGC12506,22.13,250.00,415129398.45090026,3.0
UGC12506,23.77,255.00,415129398.45090026,3.0
UGC12506,25.41,244.00,415129398.45090026,3.0
UGC12506,27.05,244.00,415129398.45090026,3.0
UGC12506,28.68,249.00,415129398.45090026,3.0
UGC12506,30.32,251.00,415129398.45090026,3.0
UGC12506,31.96,249.00,415129398.45090026,3.0
UGC12506,33.60,244.00,415129398.45090026,3.0
UGC12506,35.24,239.00,415129398.45090026,3.0
UGC12506,36.88,238.00,415129398.45090026,3.0
UGC12506,38.52,241.00,415129398.45090026,3.0
UGC12506,40.16,237.00,415129398.45090026,3.0
UGC12506,41.80,228.00,415129398.45090026,3.0
UGC12506,43.44,233.00,415129398.45090026,3.0
UGC12506,45.08,233.00,415129398.45090026,3.0
UGC12506,46.71,230.00,415129398.45090026,3.0
UGC12506,48.35,226.00,415129398.45090026,3.0
UGC12506,49.99,225.00,415129398.45090026,3.0
UGC12632,0.71,24.10,2893676.568561001,3.0
UGC12632,1.42,33.60,2893676.568561001,3.0
UGC12632,2.14,44.80,2893676.568561001,3.0
UGC12632,2.85,54.40,2893676.568561001,3.0
UGC12632,3.55,57.40,2893676.568561001,3.0
UGC12632,4.26,61.40,2893676.568561001,3.0
UGC12632,4.97,63.80,2893676.568561001,3.0
UGC12632,5.69,65.50,2893676.568561001,3.0
UGC12632,6.40,67.60,2893676.568561001,3.0
UGC12632,7.11,69.20,2893676.568561001,3.0
UGC12632,7.82,70.30,2893676.568561001,3.0
UGC12632,8.52,71.40,2893676.568561001,3.0
UGC12632,9.25,73.20,2893676.568561001,3.0
UGC12632,9.95,73.00,2893676.568561001,3.0
UGC12632,10.66,73.10,2893676.568561001,3.0
UGC12732,0.96,34.20,5769762.052682409,3.0
UGC12732,1.92,49.50,5769762.052682409,3.0
UGC12732,2.88,59.90,5769762.052682409,3.0
UGC12732,3.84,65.30,5769762.052682409,3.0
UGC12732,4.80,69.80,5769762.052682409,3.0
UGC12732,5.76,73.80,5769762.052682409,3.0
UGC12732,6.72,76.20,5769762.052682409,3.0
UGC12732,7.68,79.30,5769762.052682409,3.0
UGC12732,8.64,80.30,5769762.052682409,3.0
UGC12732,9.60,81.90,5769762.052682409,3.0
UGC12732,10.60,84.00,5769762.052682409,3.0
UGC12732,11.50,85.60,5769762.052682409,3.0
UGC12732,12.50,87.90,5769762.052682409,3.0
UGC12732,13.40,90.80,5769762.052682409,3.0
UGC12732,14.40,95.50,5769762.052682409,3.0
UGC12732,15.40,98.00,5769762.052682409,3.0
UGCA281,0.09,7.00,142699.36888249,3.0
UGCA281,0.25,14.90,142699.36888249,3.0
UGCA281,0.41,21.10,142699.36888249,3.0
UGCA281,0.58,26.00,142699.36888249,3.0
UGCA281,0.74,27.50,142699.36888249,3.0
UGCA281,0.90,28.80,142699.36888249,3.0
UGCA281,1.08,29.50,142699.36888249,3.0
UGCA442,0.42,14.20,154721.78373961,3.0
UGCA442,1.26,28.60,154721.78373961,3.0
UGCA442,2.11,41.00,154721.78373961,3.0
UGCA442,2.96,49.00,154721.78373961,3.0
UGCA442,3.79,54.80,154721.78373961,3.0
UGCA442,4.65,56.40,154721.78373961,3.0
UGCA442,5.48,57.80,154721.78373961,3.0
UGCA442,6.33,56.50,154721.78373961,3.0
UGCA444,0.12,6.48,47645.54721796,3.0
UGCA444,0.19,8.60,47645.54721796,3.0
UGCA444,0.26,10.20,47645.54721796,3.0
UGCA444,0.33,11.70,47645.54721796,3.0
UGCA444,0.40,12.70,47645.54721796,3.0
UGCA444,0.47,14.10,47645.54721796,3.0
UGCA444,0.55,16.00,47645.54721796,3.0
UGCA444,0.62,18.10,47645.54721796,3.0
UGCA444,0.69,21.20,47645.54721796,3.0
UGCA444,0.76,21.60,47645.54721796,3.0
UGCA444,0.83,23.30,47645.54721796,3.0
UGCA444,0.90,24.50,47645.54721796,3.0
UGCA444,0.97,24.40,47645.54721796,3.0
UGCA444,1.04,25.30,47645.54721796,3.0
UGCA444,1.11,25.40,47645.54721796,3.0
UGCA444,1.19,25.90,47645.54721796,3.0
UGCA444,1.26,26.70,47645.54721796,3.0
UGCA444,1.33,27.10,47645.54721796,3.0
UGCA444,1.40,28.60,47645.54721796,3.0
UGCA444,1.48,28.90,47645.54721796,3.0
UGCA444,1.55,30.40,47645.54721796,3.0
UGCA444,1.62,30.80,47645.54721796,3.0
UGCA444,1.69,30.50,47645.54721796,3.0
UGCA444,1.75,33.00,47645.54721796,3.0
UGCA444,1.83,32.10,47645.54721796,3.0
UGCA444,1.90,32.90,47645.54721796,3.0
UGCA444,1.97,34.20,47645.54721796,3.0
UGCA444,2.04,32.60,47645.54721796,3.0
UGCA444,2.11,33.70,47645.54721796,3.0
UGCA444,2.19,33.80,47645.54721796,3.0
UGCA444,2.26,34.90,47645.54721796,3.0
UGCA444,2.33,36.10,47645.54721796,3.0
UGCA444,2.40,37.20,47645.54721796,3.0
UGCA444,2.48,37.60,47645.54721796,3.0
UGCA444,2.55,35.60,47645.54721796,3.0
UGCA444,2.62,38.30,47645.54721796,3.0
